d,team,code,v
2023-06-20,MileMode,wacc,7.5
2023-06-20,Carz,wacc,7.5
2023-06-20,Kar,wacc,7.6
2023-06-20,ROBOH,wacc,7.6
2023-06-20,Worthwheel,wacc,7.4
2023-06-20,Fastun,wacc,7.4
2023-06-20,CarSpa,wacc,7.4
2023-06-20,CarLeap,wacc,7.4
2023-06-20,DentCenter,wacc,7.4
2023-06-20,Drivat,wacc,7.4
2023-06-20,Rush,wacc,7.5
2023-06-20,Hoqa,wacc,7.5
2023-06-20,Caraxa,wacc,7.5
2023-06-20,NitroRide,wacc,7.5
2023-06-20,Xuad,wacc,7.5
2023-06-20,Turbo,wacc,7.5
2023-06-20,Teuso,wacc,7.5
2023-06-20,Wheelic,wacc,7.5
2023-06-20,Carvato,wacc,7.6
2023-06-20,Evi,wacc,7.6
2023-06-20,Amxu,wacc,7.6
2023-06-20,rimovo,wacc,7.6
2023-06-20,iAuto,wacc,7.4
2023-06-20,Honkli,wacc,7.4
2023-06-20,Drift,wacc,7.4
2023-06-20,Slidyn,wacc,7.4
2023-06-20,caralo,wacc,7.4
2023-06-20,RYDI,wacc,7.5
2023-06-20,VroomTime,wacc,7.5
2023-06-20,EvolutionAuto,wacc,7.5
2023-06-20,Torque,wacc,7.5
2023-06-20,evCU,wacc,7.5
2023-06-20,Automotiq,wacc,7.5
2023-06-20,Rollovo,wacc,7.5
2023-06-20,Carzio,wacc,7.5
2023-06-20,GIIQ,wacc,7.5
2023-06-20,Drivesly,wacc,7.5
2023-06-20,Blazers,wacc,7.5
2023-06-20,HXH,wacc,7.6
2023-06-20,Electronically,wacc,7.6
2023-06-20,EliteTechs,wacc,7.6
2023-06-20,Automovo,wacc,7.6
2023-06-20,AutoInfinite,factory_utilization,94.0
2023-06-20,Rusted,factory_utilization,89.0
2023-06-20,Motion,factory_utilization,88.0
2023-06-20,vusk,factory_utilization,86.0
2023-06-20,MileMode,factory_utilization,86.0
2023-06-20,Kar,factory_utilization,85.0
2023-06-20,Pitpo,factory_utilization,83.0
2023-06-20,Carz,factory_utilization,82.0
2023-06-20,ROBOH,factory_utilization,81.0
2023-06-20,Tazox,factory_utilization,76.0
2023-06-20,SpeedLabs,factory_utilization,75.0
2023-06-20,ottobi,factory_utilization,71.0
2023-06-20,Matic,factory_utilization,67.0
2023-06-20,TenQ,factory_utilization,67.0
2023-06-20,DriveSwitch,factory_utilization,67.0
2023-06-20,Nyxx,factory_utilization,64.0
2023-06-20,fovro,factory_utilization,63.0
2023-06-20,Cjio,factory_utilization,57.0
2023-06-20,DentCenter,factory_utilization,88.0
2023-06-20,Rush,factory_utilization,88.0
2023-06-20,Worthwheel,factory_utilization,86.0
2023-06-20,Evi,factory_utilization,86.0
2023-06-20,Carvato,factory_utilization,85.0
2023-06-20,Amxu,factory_utilization,85.0
2023-06-20,CarLeap,factory_utilization,80.0
2023-06-20,NitroRide,factory_utilization,80.0
2023-06-20,Drivat,factory_utilization,78.0
2023-06-20,Turbo,factory_utilization,71.0
2023-06-20,Xuad,factory_utilization,71.0
2023-06-20,rimovo,factory_utilization,64.0
2023-06-20,Fastun,factory_utilization,63.0
2023-06-20,Wheelic,factory_utilization,63.0
2023-06-20,CarSpa,factory_utilization,63.0
2023-06-20,Hoqa,factory_utilization,60.0
2023-06-20,Caraxa,factory_utilization,58.0
2023-06-20,Teuso,factory_utilization,48.0
2023-06-20,Automovo,factory_utilization,94.0
2023-06-20,Electronically,factory_utilization,86.0
2023-06-20,Drivesly,factory_utilization,84.0
2023-06-20,evCU,factory_utilization,77.0
2023-06-20,EvolutionAuto,factory_utilization,75.0
2023-06-20,caralo,factory_utilization,75.0
2023-06-20,Honkli,factory_utilization,71.0
2023-06-20,Drift,factory_utilization,71.0
2023-06-20,Automotiq,factory_utilization,70.0
2023-06-20,Slidyn,factory_utilization,70.0
2023-06-20,EliteTechs,factory_utilization,70.0
2023-06-20,Torque,factory_utilization,69.0
2023-06-20,GIIQ,factory_utilization,69.0
2023-06-20,RYDI,factory_utilization,68.0
2023-06-20,iAuto,factory_utilization,68.0
2023-06-20,Blazers,factory_utilization,67.0
2023-06-20,HXH,factory_utilization,63.0
2023-06-20,VroomTime,factory_utilization,62.0
2023-06-20,Rollovo,factory_utilization,59.0
2023-06-20,Carzio,factory_utilization,56.0
2023-06-20,Tazox,scores,1487.9
2023-06-20,MileMode,scores,1385.2
2023-06-20,Motion,scores,1221.5
2023-06-20,Rusted,scores,1221.1
2023-06-20,SpeedLabs,scores,1146.5
2023-06-20,Nyxx,scores,1110.2
2023-06-20,Carz,scores,1043.6
2023-06-20,Matic,scores,1028.8
2023-06-20,TenQ,scores,996.9
2023-06-20,AutoInfinite,scores,983.8
2023-06-20,Pitpo,scores,958.9
2023-06-20,ROBOH,scores,867.2
2023-06-20,Cjio,scores,801.9
2023-06-20,DriveSwitch,scores,800.3
2023-06-20,ottobi,scores,660.4
2023-06-20,fovro,scores,650.8
2023-06-20,Kar,scores,419.1
2023-06-20,vusk,scores,358.0
2023-06-20,Wheelic,scores,1586.0
2023-06-20,Rush,scores,1254.5
2023-06-20,Carvato,scores,1117.9
2023-06-20,Fastun,scores,1100.5
2023-06-20,Evi,scores,1017.9
2023-06-20,Xuad,scores,942.6
2023-06-20,CarSpa,scores,894.0
2023-06-20,Teuso,scores,885.2
2023-06-20,DentCenter,scores,880.2
2023-06-20,Worthwheel,scores,839.1
2023-06-20,Caraxa,scores,809.9
2023-06-20,CarLeap,scores,784.8
2023-06-20,NitroRide,scores,765.9
2023-06-20,Amxu,scores,653.2
2023-06-20,Hoqa,scores,545.6
2023-06-20,Drivat,scores,520.0
2023-06-20,rimovo,scores,490.2
2023-06-20,Turbo,scores,400.9
2023-06-20,Automotiq,scores,1210.6
2023-06-20,EliteTechs,scores,1086.4
2023-06-20,iAuto,scores,930.6
2023-06-20,Honkli,scores,925.5
2023-06-20,Torque,scores,922.5
2023-06-20,caralo,scores,908.0
2023-06-20,evCU,scores,904.5
2023-06-20,GIIQ,scores,875.3
2023-06-20,Drivesly,scores,855.1
2023-06-20,RYDI,scores,832.3
2023-06-20,EvolutionAuto,scores,817.3
2023-06-20,Blazers,scores,793.7
2023-06-20,Automovo,scores,720.7
2023-06-20,HXH,scores,640.2
2023-06-20,Drift,scores,588.4
2023-06-20,Electronically,scores,569.5
2023-06-20,Carzio,scores,553.2
2023-06-20,Rollovo,scores,548.7
2023-06-20,Slidyn,scores,359.5
2023-06-20,VroomTime,scores,290.6
2023-06-20,Carz,employee_engagement,100.0
